Sonoma,69052,93500,97300,100000,103900,106300,109500,114300,119300,124700,130900,135600,139300,143900,148800,152800,158200,165300,171200,177100,183500,189100,192900,200300,206500,214300,224200,234700,243700,247100,257000,272000,283900,291900,301400,308700,314300,320800,325600,333600,343500,353800,365500,377200,389479,398670,407011,414576,419012,424348,429669,438615,445444,453470,460477,465423,465998,468257,469933,469524,469967,472987,476650,480598,484014.0,487533.0,490398.0,494852.0,498151.0,500553.0,501989.0,501111.0,496869.0,492668.0,488022,483341,480261
Stanislaus,74866,122400,123900,125000,127300,128700,132400,135800,138600,141600,145900,149300,152600,155100,158300,161000,165200,169000,171800,175600,179200,183500,186700,190200,195800,201700,208100,213100,219600,224600,233100,245000,253700,260800,267700,275500,281100,289100,294500,302000,312600,325200,338300,354200,373650,388134,397341,405859,410698,415341,419639,426734,431370,440908,449767,463128,473580,483007,490283,498020,503548,508372,510396,512052,516536.0,519341.0,523837.0,527012.0,530332.0,535436.0,540856.0,546499.0,549544.0,551566.0,553706,551845,548449
Sutter,18680,24900,25500,25200,26100,25900,26100,26300,27000,27700,27400,28000,28500,29100,33700,35100,36500,37500,38200,39100,40400,42900,41900,41700,42100,42900,43500,44800,45400,46400,48000,49000,50300,51700,52600,53900,55300,56900,56800,57800,58600,59900,61200,62400,64814,67518,69685,71476,72931,74167,74979,76420,76891,78034,79202,80240,81936,84108,86092,88106,90628,92502,93465,94372,94844.0,94528.0,94816.0,95909.0,95217.0,95844.0,96517.0,97771.0,99334.0,101046.0,99355,98855,99045
Tehama,14316,17700,17500,18500,19200,18900,19300,19600,20200,20800,21500,22700,23800,24800,25500,26300,26900,27600,28100,28300,28700,28800,29000,29000,29600,30200,30500,31100,32100,32700,33400,34500,35800,37200,39100,40200,41200,42100,43000,44000,44600,45700,46900,48000,49866,51600,52769,53207,53827,54573,54642,55203,55364,55547,55832,56465,57281,58415,59493,60461,61542,62011,62720,63122,63386.0,63251.0,63192.0,63021.0,63161.0,63509.0,63999.0,64141.0,64568.0,65312.0,65706,65204,64756
Trinity,3970,4300,5000,5100,5100,5400,5800,5800,6400,6800,7200,8000,8900,9300,9600,9000,8500,8400,8100,8000,8100,8100,7800,7600,7600,7900,8500,8900,9400,9800,10300,10700,11300,11700,12000,12300,12300,12400,12600,12800,12700,12600,13000,13000,13025,13091,13253,13356,13538,13477,13431,13262,13207,13048,12958,12963,13159,13388,13519,13789,13823,13787,13730,13771,13821.0,13877.0,13987.0,14058.0,14151.0,14228.0,14840.0,15498.0,15754.0,16054.0,16136,16011,15976
Tulare,107152,146600,147600,146800,148400,146500,148500,149300,151100,154800,157300,160200,163500,166300,169400,172200,172400,174200,176000,178700,182000,183800,184400,185000,189400,195200,200500,204800,210300,216400,220500,227200,234000,240300,247400,254000,260200,267600,273800,280600,286600,292700,299200,304000,313115,323847,332167,338719,344244,350848,352969,357261,360065,364256,368805,374152,381194,390370,399913,408403,416092,423608,431471,438408,442343.0,447272.0,451114.0,453765.0,456558.0,459935.0,462223.0,465343.0,467656.0,470619.0,472597,474800,474950
Tuolumne,10887,11800,12400,12700,12600,12700,12800,13000,13300,13700,14800,14600,14200,14500,14500,14900,15600,16000,17000,17800,19400,20300,20800,21600,22300,23000,23800,24700,25200,26600,26900,28700,30800,33000,34200,35300,36300,37300,38100,39900,41700,43900,45400,47000,48703,50428,51083,52222,52581,52220,52591,53330,53953,54115,54587,55326,55910,56442,56369,56452,56558,56133,56060,55258,55313.0,55353.0,54638.0,55321.0,55095.0,55104.0,55162.0,55032.0,55311.0,55316.0,55438,54705,53642
Ventura,69685,104800,106800,110100,115600,124200,129400,135400,143100,149000,156200,165300,176100,188100,203100,218600,235700,258400,283000,311100,328100,341900,352800,368300,381400,394100,406300,417900,428300,440700,459000,476100,494900,510100,532200,544900,559500,572100,584200,596900,611200,627000,645000,662000,669093,676944,686299,693786,700581,705080,710462,721664,729107,742825,756902,768991,779894,789367,795046,796867,801225,805911,812028,818546,825009.0,832547.0,837333.0,842775.0,846966.0,850038.0,850227.0,849979.0,849523.0,845474.0,844618,838630,829764
Yolo,27243,36800,37700,39000,40800,41800,44000,46700,49500,52400,55000,57900,60300,63400,66400,68900,71900,74900,77100,79900,82500,85600,86800,88500,92700,93600,95900,96800,98700,101700,106500,108100,109800,111600,113900,115000,117600,119000,120300,123500,125000,128200,132900,137100,141773,145890,148536,149527,151252,154603,156821,159806,161659,165332,169818,175102,179271,182331,185707,187354,190809,194854,197589,199697,202503.0,202754.0,205138.0,206723.0,207708.0,209893.0,213224.0,215072.0,216474.0,216073.0,218184,215580,222430
Yuba,17034,24300,24700,24700,24300,25800,30100,31200,31700,33200,29500,29000,29900,31800,35100,37500,39800,40200,40200,41500,42600,42500,44700,45100,44400,45300,45300,44800,43800,45200,46700,47600,48700,49300,49800,49900,51100,51700,52300,53100,53600,54600,55800,56700,58581,60125,61333,61654,61957,61895,61614,62049,60776,60223,60334,61426,62738,63962,65249,67712,69218,70221,71422,71796,72408.0,73140.0,73721.0,74137.0,74877.0,75748.0,76782.0,78181.0,79043.0,80250.0,81706,82211,82533
